instance_id,benchmark,family,arch,domain,axis,n_samples,dist_preset,atau_width,proj_dim,eta,u_mode,u_tau,seed,component,value,na_reason,wall_time_s
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,0,margin_hat_min,0.8342132568359375,,5.422
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,0,d_eff,12.686404630127685,,5.422
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,0,g_ibp,1.1432020632497137e-06,,0.006
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,0,a_tau,1.9459101490553128,,0.883
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,1,margin_hat_min,0.8342132568359375,,8.207
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,1,d_eff,12.852482581866044,,8.207
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,1,g_ibp,1.1432020632497137e-06,,0.008
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,1,a_tau,2.19722457733622,,1.192
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,2,margin_hat_min,0.8342132568359375,,8.261
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,2,d_eff,12.765546169131072,,8.261
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,2,g_ibp,1.1432020632497137e-06,,0.007
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,2,a_tau,1.3862943611198906,,1.152
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,3,margin_hat_min,0.8342132568359375,,7.892
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,3,d_eff,12.722546280756898,,7.892
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,3,g_ibp,1.1432020632497137e-06,,0.008
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,3,a_tau,2.079441541679836,,1.183
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,4,margin_hat_min,0.8342132568359375,,8.196
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,4,d_eff,12.606976210957251,,8.196
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,4,g_ibp,1.1432020632497137e-06,,0.009
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,4,a_tau,1.6094379124341005,,1.193
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,5,margin_hat_min,0.8342132568359375,,8.326
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,5,d_eff,12.66637939202772,,8.326
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,5,g_ibp,1.1432020632497137e-06,,0.009
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,5,a_tau,2.19722457733622,,1.149
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,6,margin_hat_min,0.8342132568359375,,8.74
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,6,d_eff,12.559884755194322,,8.74
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,6,g_ibp,1.1432020632497137e-06,,0.008
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,6,a_tau,1.3862943611198906,,1.164
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,7,margin_hat_min,0.8342132568359375,,8.881
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,7,d_eff,12.860318857429592,,8.881
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,7,g_ibp,1.1432020632497137e-06,,0.008
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,50,current_mixture,0.1,10,1e-12,width,0.0,7,a_tau,1.9459101490553128,,0.937
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,0,margin_hat_min,0.8342132568359375,,15.01
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,0,d_eff,11.704746686136524,,15.01
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,0,g_ibp,1.1432020632497137e-06,,0.009
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,0,a_tau,2.4849066497880004,,3.062
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,1,margin_hat_min,0.8342132568359375,,11.614
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,1,d_eff,11.885271224123423,,11.614
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,1,g_ibp,1.1432020632497137e-06,,0.007
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,1,a_tau,2.6390573296152584,,2.073
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,2,margin_hat_min,0.8342132568359375,,14.465
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,2,d_eff,11.730212724263248,,14.465
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,2,g_ibp,1.1432020632497137e-06,,0.008
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,2,a_tau,2.079441541679836,,2.173
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,3,margin_hat_min,0.8342132568359375,,14.805
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,3,d_eff,11.711896616324776,,14.805
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,3,g_ibp,1.1432020632497137e-06,,0.008
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,3,a_tau,2.772588722239781,,2.635
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,4,margin_hat_min,0.8342132568359375,,13.339
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,4,d_eff,11.733888240261573,,13.339
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,4,g_ibp,1.1432020632497137e-06,,0.008
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,4,a_tau,2.4849066497880004,,2.127
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,5,margin_hat_min,0.8342132568359375,,14.617
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,5,d_eff,11.841219555839016,,14.617
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,5,g_ibp,1.1432020632497137e-06,,0.008
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,5,a_tau,2.5649493574615367,,2.63
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,6,margin_hat_min,0.8342132568359375,,7.861
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,6,d_eff,11.752653684418334,,7.861
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,6,g_ibp,1.1432020632497137e-06,,0.008
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,6,a_tau,1.791759469228055,,1.138
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,7,margin_hat_min,0.8342132568359375,,14.364
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,7,d_eff,11.803110625688191,,14.364
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,7,g_ibp,1.1432020632497137e-06,,0.006
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,100,current_mixture,0.1,10,1e-12,width,0.0,7,a_tau,2.3978952727983707,,1.875
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,0,margin_hat_min,0.8342132568359375,,41.505
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,0,d_eff,11.630883863526345,,41.505
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,0,g_ibp,1.1432020632497137e-06,,0.006
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,0,a_tau,3.044522437723423,,4.175
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,1,margin_hat_min,0.8342132568359375,,38.354
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,1,d_eff,11.563159058802086,,38.354
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,1,g_ibp,1.1432020632497137e-06,,0.008
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,1,a_tau,3.218875824868201,,4.404
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,2,margin_hat_min,0.8342132568359375,,33.552
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,2,d_eff,11.563031444400869,,33.552
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,2,g_ibp,1.1432020632497137e-06,,0.006
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,2,a_tau,2.8903717578961645,,4.146
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,3,margin_hat_min,0.8342132568359375,,40.323
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,3,d_eff,11.651156620339496,,40.323
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,3,g_ibp,1.1432020632497137e-06,,0.006
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,3,a_tau,2.8903717578961645,,4.466
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,4,margin_hat_min,0.8342132568359375,,30.921
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,4,d_eff,11.595402289503747,,30.921
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,4,g_ibp,1.1432020632497137e-06,,0.007
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,4,a_tau,3.1780538303479458,,3.702
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,5,margin_hat_min,0.8342132568359375,,41.559
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,5,d_eff,11.56730691666344,,41.559
ep3,sweep_all,Constant-on-Box,MLP,synthetic,N,200,current_mixture,0.1,10,1e-12,width,0.0,5,g_ibp,1.1432020632497137e-06,,0.006
