instance_id,constructor,benchmark,domain,g_ibp,unstable_fraction,margin_hat_min,a_tau,d_eff,y_timeout,delta,delta_sd,delta_lo,delta_hi
meap1,MEAP,sweep_all,synthetic,40.99999250842064,0.5714285714285714,0.0010000001639127731,0.6931471805599453,70.7494756344799,0,0.05171725255933469,0.12065925054152835,0.0025080146442296985,0.5023553767423209
meap2,MEAP,sweep_all,synthetic,645.0449640723831,0.9523809523809523,0.0010000000474974513,3.6888794541139363,63.725779352993605,1,-0.010593014987234084,0.06100200837787095,-0.1354990357748237,0.07291378104882196
meap3,MEAP,sweep_all,synthetic,1322.3931873338656,0.9763779527559056,0.0010000000474974513,4.330733340286331,64.18625208811567,1,0.18241943035151176,0.20456134630535108,-0.18933238664569252,0.6143079811458682
meap4,MEAP,sweep_all,synthetic,5365.0897056746335,0.9941291585127201,0.0010000000474974513,5.645446897643238,64.26292620454478,1,0.5292395906724938,0.2502852909032685,-0.2040831572895989,0.7408047209784027
meap5,MEAP,sweep_all,synthetic,724.0898983263686,0.9523809523809523,0.0010000000474974513,3.8066624897703196,63.972233029333005,1,-0.005600743242833994,0.07322760674244193,-0.2561352743281098,0.05706698263921521
meap6,MEAP,sweep_all,synthetic,645.0449640723831,0.9523809523809523,0.0010000000474974513,3.58351893845611,63.80700695860285,1,-0.010593014987234084,0.04265416192910308,-0.10254749486111238,0.07130916938841617
meap7,MEAP,sweep_all,synthetic,630.999905072594,1.0,0.0010000000474974513,3.5263605246161616,63.532074052345926,1,-0.010593014987234084,0.05363857144285508,-0.10219076534285215,0.062264930686302386
meap8,MEAP,sweep_all,synthetic,630.999905072594,1.0,0.0010000000474974513,3.4657359027997265,63.27714266667052,1,-0.0030982553249151445,0.05935519968293827,-0.10495490562219843,0.06326706900242496
meap9,MEAP,sweep_all,synthetic,645.0449640723831,0.9523809523809523,0.0010000000474974513,3.5553480614894135,63.7356139149746,1,-0.0030982553249151445,0.04540907089009712,-0.09652323114783536,0.0666522146100675
meap10,MEAP,sweep_all,synthetic,645.0449604239334,0.9523809523809523,9.999999747378752e-05,3.58351893845611,63.467704338576624,1,-0.03104010278138125,0.06288296915550887,-0.19884975791901838,0.06285867031521157
meap11,MEAP,sweep_all,synthetic,645.0449023698914,0.9523809523809523,9.999999747378752e-06,3.6635616461296463,63.52820945876017,1,-0.010593014987234084,0.09072055765843441,-0.3079047467335025,0.06626477598687301
meap12,MEAP,sweep_all,synthetic,645.0449829095112,0.9523809523809523,1.0,3.58351893845611,63.43706717714754,1,-0.009336683393788237,0.06029603678018237,-0.1471306177866103,0.0754289164395392
meap13,MEAP,sweep_all,synthetic,40.99999250842064,0.5714285714285714,0.0010000001639127731,0.6931471805599453,70.75047898794142,0,0.025353850772749754,0.12096203527209065,-0.002749533738003407,0.45607013032196786
meap14,MEAP,sweep_all,synthetic,645.0449999999936,0.9523809523809523,100.0,3.5553480614894135,63.46136499900791,1,0.003047867286682937,0.04593592846350757,-0.06709718357910296,0.11948306483225159
milp1,MILP,sweep_all,synthetic,13.56779918317475,0.8333333333333334,0.04671812057495117,3.2188758248682006,32.35174663335047,0,-0.009330254104300419,0.050271569767159976,-0.12966940752533965,0.06691472467135139
milp2,MILP,sweep_all,synthetic,143.4963851606485,0.9666666666666667,0.009411066770553589,4.23410650459726,32.992183582693706,0,0.02169411994449924,0.03808400076522667,-0.07216137278773066,0.07618888261450402
milp3,MILP,sweep_all,synthetic,853.1880497300713,0.9666666666666667,0.001780688762664795,4.465908118654584,32.72965686580451,0,0.04429886829714297,0.05631124256829241,-0.14124628429987646,0.09527373302846012
milp4,MILP,sweep_all,synthetic,1478.6321270908015,0.9666666666666667,0.0010389089584350586,4.553876891600541,32.99541444196227,0,0.01904781126747654,0.04630175848170171,-0.15422599517914184,0.04386201186811546
milp5,MILP,sweep_all,synthetic,1412.2381903730816,0.9666666666666667,0.0010890364646911621,4.605170185988092,32.895947438980755,0,0.01904781126747654,0.05135673873973734,-0.09353943225768152,0.09762055361520826
milp6,MILP,sweep_all,synthetic,1349.7992037948704,0.9666666666666667,0.0011395812034606934,4.3694478524670215,32.84029731011398,0,-0.03689824771977729,0.05385191556040813,-0.1181547454628543,0.08666769128218825
milp7,MILP,sweep_all,synthetic,1081.6242868694835,0.9666666666666667,0.0014224052429199219,4.5217885770490405,33.168340565534,0,0.09163311883155097,0.05731525266026254,-0.13284511055531836,0.09500577815544646
milp8,MILP,sweep_all,synthetic,12.104775321244121,0.8666666666666667,0.0774068683385849,3.091042453358316,33.24253923180555,0,-0.023207078331025498,0.05458783701544234,-0.1363966643400346,0.07465786012314454
milp9,MILP,sweep_all,synthetic,76.34656858781675,1.0,0.022936195135116577,4.48863636973214,33.8248596665537,0,0.01982726120105681,0.07201453241479196,-0.07966301416327264,0.2254069935458176
milp10,MILP,sweep_all,synthetic,184.98700681478667,1.0,0.010376662015914917,4.653960350157523,33.81587768818747,0,0.04977403133994849,0.11829998339863336,-0.024108562740489264,0.4221575859023826
milp11,MILP,sweep_all,synthetic,233.19333489703416,1.0,0.008300289511680603,4.663439094112067,33.84638366623409,0,0.0019013029962417181,0.13512651204556836,-0.003966711069695229,0.5032281414675237
milp12,MILP,sweep_all,synthetic,224.88328739212255,1.0,0.008616462349891663,4.59511985013459,33.758575229113,0,0.03264528751661059,0.07345327393990252,-0.05209745788071243,0.30796041393517026
milp13,MILP,sweep_all,synthetic,240.84170929006936,1.0,0.00804390013217926,4.634728988229636,33.94914613498031,1,0.0019013029962417181,0.009147984290393653,-0.004375868290282397,0.03138199725536665
milp15,MILP,sweep_all,synthetic,9.710306456795342,0.3333333333333333,0.013059407472610474,4.330733340286331,31.84623704644745,0,-0.04389018446713722,0.048773550045822005,-0.1489944283128833,0.01689295786464932
milp16,MILP,sweep_all,synthetic,64.91766736918305,0.6666666666666666,0.004390209913253784,4.51085950651685,31.96851558236291,0,-0.03178479460653395,0.04969799645814968,-0.1513211907057599,0.0282619878319508
milp17,MILP,sweep_all,synthetic,107.93435369399286,0.7333333333333333,0.003018990159034729,4.382026634673881,32.04930752226021,0,-0.043079314997633275,0.050629139875228865,-0.1595329754120372,0.025814946738892588
milp18,MILP,sweep_all,synthetic,114.54960355555461,0.7333333333333333,0.0028813332319259644,4.394449154672439,32.10356622198843,0,-0.03178479460653395,0.04890887739804509,-0.1504165065098628,0.0191212028936257
milp19,MILP,sweep_all,synthetic,114.8338993884808,0.7333333333333333,0.002877950668334961,4.5217885770490405,32.08440208664193,0,-0.04443253884608028,0.0503774321338535,-0.16157541440394432,0.022889046621063384
milp20,MILP,sweep_all,synthetic,115.24888284456915,0.7333333333333333,0.00286787748336792,4.418840607796598,32.10232022915972,0,0.00010225300129485491,0.049566160299100055,-0.15328906732925482,0.014557976537023867
milp21,MILP,sweep_all,synthetic,115.32180509650038,0.7333333333333333,0.002866089344024658,4.454347296253507,32.08402098658336,0,-0.043079314997633275,0.04629264234956998,-0.14058060015468318,0.01731226994467165
milp22,MILP,sweep_all,synthetic,19.688257928366863,1.0,0.012558043003082275,2.8903717578961645,36.586364343444274,0,0.15280103206684037,0.11598223200101711,0.0019441115344559037,0.4335564867664564
milp23,MILP,sweep_all,synthetic,85.95621640233294,1.0,0.011093273758888245,3.258096538021482,32.37961375045327,0,0.062079411246985884,0.03898490083025331,-0.017974203301558894,0.11640120639604151
milp24,MILP,sweep_all,synthetic,933.1890422458293,1.0,0.0034487247467041016,5.472270673671475,32.890956031301506,0,0.4705799090944929,0.12362466262701297,-0.05618125751172587,0.37420262442724744
milp25,MILP,sweep_all,synthetic,7413.763381089176,0.91,0.00027951598167419434,5.631211781821365,34.50219322256036,1,-0.005481052511260194,0.18174199018859674,-0.3963325248666185,0.3967304282516973
milp26,MILP,sweep_all,synthetic,3529.9434768753845,0.96,0.0015424266457557678,6.391917113392602,31.894669170678267,0,0.36460376078593026,0.24738938444800332,-0.10456971949725279,0.8273624887612618
milp27,MILP,sweep_all,synthetic,100.4026289119283,0.9,0.029943853616714478,4.1588830833596715,32.38337729603681,0,0.043305315173142525,0.025262173209599562,-0.0217024177951356,0.07196508425317082
milp28,MILP,sweep_all,synthetic,17.270038437344034,1.0,0.1024307906627655,5.170483995038151,35.46123706447593,0,0.12690676745301932,0.18394250971267334,0.0013506724147727147,0.6700399836492065
milp29,MILP,sweep_all,synthetic,115.53966556599323,0.85,0.005357801914215088,3.4339872044851463,34.13800680958666,0,0.02565667208215372,0.10154850212162352,-0.14488028035253195,0.33388506297085824
milp30,MILP,sweep_all,synthetic,689.0651522735752,0.87,0.0032888799905776978,4.51085950651685,30.153651989109218,0,0.03330660627420473,0.29223648542501424,-0.5842510392297992,0.600975277513658
milp31,MILP,sweep_all,synthetic,52156.0821415642,0.705,4.272162914276123e-05,3.5263605246161616,30.675272939784197,0,-0.06308022651897294,0.22129809745603474,-0.4694121491084161,0.46009068228563543
rc1,Input-Corner Stress,sweep_all,synthetic,2.6822090148919074e-07,1.0,4.0,0.0,0.0,0,-0.01980854590201847,0.006930159026284972,-0.023962016308455222,0.0003003524952617015
rc2,Input-Corner Stress,sweep_all,synthetic,0.0,1.0,4.0,0.0,0.0,0,-0.017991104609817673,0.006597735298772877,-0.023327244433238147,0.0019896744889811606
rc3,Input-Corner Stress,sweep_all,synthetic,0.0,1.0,4.0,0.0,0.0,0,-0.005050644071800437,0.007091490158166276,-0.02755920327849352,-0.0007277049174377749
rc4,Input-Corner Stress,sweep_all,synthetic,0.002501994371413559,1.0,4.0,0.0,0.0,0,-0.017991104609817673,0.007203059400830759,-0.02691762475492979,-0.0001887866331706734
rc5,Input-Corner Stress,sweep_all,synthetic,0.002352893352507957,1.0,4.0,0.0,0.0,0,-0.01980854590201847,0.0068996687689514705,-0.022826911574693208,0.001818275116674944
rc6,Input-Corner Stress,sweep_all,synthetic,0.0024130642414086985,1.0,4.0,0.0,0.0,0,-0.001988844742485958,0.006331197347595551,-0.022799742983864293,0.0002958773442852202
rc7,Input-Corner Stress,sweep_all,synthetic,0.25267440080636383,1.0,4.0,0.0,0.0,0,-0.001988844742485958,0.0076927219467336685,-0.0299482084877229,-0.00019463511220834426
rc8,Input-Corner Stress,sweep_all,synthetic,0.23776564002031103,1.0,4.0,0.0,0.0,0,-0.017991104609817673,0.006826024271162485,-0.026192197615548352,0.0006420130561887134
rc9,Input-Corner Stress,sweep_all,synthetic,0.24378159642213448,1.0,4.0,0.0,0.0,0,-0.005050644071800437,0.007417349937358141,-0.02661588505772188,0.0011756365432621062
rc10,Input-Corner Stress,sweep_all,synthetic,25.26991653441751,1.0,4.0,0.0,0.0,0,0.035365255278297175,0.0486592757454282,8.747265588715731e-05,0.15899920107412904
rc11,Input-Corner Stress,sweep_all,synthetic,23.77904129027726,1.0,4.0,0.0,0.0,0,0.035365255278297175,0.058226615504421514,0.001820377433261159,0.22027401835193136
rc12,Input-Corner Stress,sweep_all,synthetic,24.380638122552497,1.0,4.0,0.0,0.0,0,0.035365255278297175,0.04218817010321995,0.0011398048513463525,0.1591462357770811
rc13,Input-Corner Stress,sweep_all,synthetic,2526.9941406243684,1.0,4.0,0.0,0.0,0,0.011682365360220055,0.03289702131464509,-0.002371487492704885,0.10689354354290709
rc14,Input-Corner Stress,sweep_all,synthetic,2377.9067382806556,1.0,4.0,0.0,0.0,0,0.017002993804533767,0.03950431546691317,-0.003451378130072721,0.12192267669903388
rc15,Input-Corner Stress,sweep_all,synthetic,2438.0664062493906,1.0,4.0,0.0,0.0,0,0.011682365360220055,0.036040273575101374,-0.003818032222704005,0.07908180419189803
rc16,Input-Corner Stress,sweep_all,synthetic,252699.40624993682,1.0,4.0,0.0,0.0,0,-0.008632257972619371,0.046783298318960505,0.0006774738861977499,0.16534446653596765
rc17,Input-Corner Stress,sweep_all,synthetic,237790.65624994054,1.0,4.0,0.0,0.022882094358901837,0,0.03823696812035155,0.03496127759611304,-0.0014059016501082075,0.13643093820366375
rc18,Input-Corner Stress,sweep_all,synthetic,243806.62499993906,1.0,4.0,0.0,0.0,0,0.04585350471804867,0.05144031651745388,0.00048472035894342095,0.18976928561555803
rc19,Input-Corner Stress,sweep_all,synthetic,0.25267440080636383,1.0,4.0,0.0,0.0,0,-0.012778602451033075,0.006566267423056989,-0.02277097739061013,0.0006756668054815889
