Running analysis with 1 processes, domains = ['con_z'], scorer = better

Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 0, Remaining: 0
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 0, Remaining: 0
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 1, Remaining: 2
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 2, Remaining: 3
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 2, Remaining: 3
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 3, Remaining: 4
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 4, Remaining: 5
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 4, Remaining: 5
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 5, Remaining: 6
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 6, Remaining: 7
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 6, Remaining: 7
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 7, Remaining: 8
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 7, Remaining: 8
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 8, Remaining: 9
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 9, Remaining: 10
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 9, Remaining: 10
Safe_volume: 0.0000% |                              | Time: 00:00 s, Done: 10, Remaining: 11
Safe_volume: 0.0000% |                              | Time: 00:01 s, Done: 11, Remaining: 12
Safe_volume: 0.0000% |                              | Time: 00:01 s, Done: 11, Remaining: 12
Safe_volume: 0.0000% |                              | Time: 00:01 s, Done: 12, Remaining: 13
Safe_volume: 0.0000% |                              | Time: 00:01 s, Done: 13, Remaining: 14
Safe_volume: 0.0000% |                              | Time: 00:01 s, Done: 13, Remaining: 14
Safe_volume: 0.0000% |                              | Time: 00:01 s, Done: 14, Remaining: 15
Safe_volume: 0.0000% |                              | Time: 00:01 s, Done: 15, Remaining: 16
Safe_volume: 6.2500% |█▉                            | Time: 00:01 s, Done: 15, Remaining: 16
Safe_volume: 6.2500% |█▉                            | Time: 00:01 s, Done: 16, Remaining: 15
Safe_volume: 12.5000% |███▊                          | Time: 00:01 s, Done: 17, Remaining: 14
Safe_volume: 18.7500% |█████▋                        | Time: 00:01 s, Done: 17, Remaining: 14
Safe_volume: 18.7500% |█████▋                        | Time: 00:01 s, Done: 18, Remaining: 13
Safe_volume: 25.0000% |███████▌                      | Time: 00:01 s, Done: 19, Remaining: 12
Safe_volume: 31.2500% |█████████▍                    | Time: 00:01 s, Done: 19, Remaining: 12
Safe_volume: 31.2500% |█████████▍                    | Time: 00:01 s, Done: 20, Remaining: 11
Safe_volume: 37.5000% |███████████▎                  | Time: 00:01 s, Done: 21, Remaining: 10
Safe_volume: 43.7500% |█████████████▏                | Time: 00:01 s, Done: 21, Remaining: 10
Safe_volume: 43.7500% |█████████████▏                | Time: 00:01 s, Done: 22, Remaining: 9 
Safe_volume: 50.0000% |███████████████               | Time: 00:02 s, Done: 23, Remaining: 8
Safe_volume: 56.2500% |████████████████▉             | Time: 00:02 s, Done: 23, Remaining: 8
Safe_volume: 56.2500% |████████████████▉             | Time: 00:02 s, Done: 24, Remaining: 7
Safe_volume: 62.5000% |██████████████████▊           | Time: 00:02 s, Done: 24, Remaining: 7
Safe_volume: 62.5000% |██████████████████▊           | Time: 00:02 s, Done: 25, Remaining: 6
Safe_volume: 68.7500% |████████████████████▋         | Time: 00:02 s, Done: 25, Remaining: 6
Safe_volume: 68.7500% |████████████████████▋         | Time: 00:02 s, Done: 26, Remaining: 5
Safe_volume: 75.0000% |██████████████████████▌       | Time: 00:02 s, Done: 26, Remaining: 5
Safe_volume: 75.0000% |██████████████████████▌       | Time: 00:02 s, Done: 27, Remaining: 4
Safe_volume: 81.2500% |████████████████████████▍     | Time: 00:02 s, Done: 28, Remaining: 3
Safe_volume: 87.5000% |██████████████████████████▎   | Time: 00:02 s, Done: 28, Remaining: 3
Safe_volume: 87.5000% |██████████████████████████▎   | Time: 00:02 s, Done: 29, Remaining: 2
Safe_volume: 93.7500% |████████████████████████████▏ | Time: 00:02 s, Done: 30, Remaining: 1
Safe_volume: 100.0000% |██████████████████████████████| Time: 00:02 s, Done: 30, Remaining: 1
Safe_volume: 100.0000% |██████████████████████████████| Time: 00:02 s, Done: 31, Remaining: 0
Safe_volume: 100.0000% |██████████████████████████████| Time: 00:02 s, Done: 31, Remaining: 0
Result = True, Time = 2.89 s, Safe space = 100.00 %, number of analysis = 31
