,margin_hat_min,g_ibp,unstable_fraction,a_tau,d_eff
margin_hat_min,1.0,-0.3582205904888443,-0.1192817217304417,-0.05734251038179632,-0.15043245121214224
g_ibp,-0.3582205904888443,1.0,0.15949859103362388,0.28523804892880966,0.5824229546980461
unstable_fraction,-0.1192817217304417,0.15949859103362388,1.0,-0.18230429539260062,-0.3178949304910045
a_tau,-0.05734251038179632,0.28523804892880966,-0.18230429539260062,1.0,0.46303242033284997
d_eff,-0.15043245121214224,0.5824229546980461,-0.3178949304910045,0.46303242033284997,1.0
