instance_id,benchmark,domain,constructor,network_group,feat_source,margin_hat_min,g_ibp,unstable_fraction,a_tau,d_eff,profile_missing_ct,input_dim,output_dim,n_param_total,n_nodes,n_gemm_matmul,n_conv,n_relu,n_add,n_mul,n_softmax,n_pow,graph_depth,n_hidden_layers,max_hidden_width,onnx_file_bytes,arch_MLP,arch_CNN,arch_ATTENTION,arch_POLYNOMIAL,arch_HYBRID,arch_OTHER,has_conv,has_softmax,has_add_residual,has_pow,arch_type,size_missing_ct,verifier,raw_status,raw_time,raw_outcome,budget_s
dc_cnn1,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn1,onnx,0.3315001428127289,0.29525089633840584,0.5052083333333334,6.343880434126331,41.95219152357433,0,64,10,14922,10,1,3,3,0,0,0,0,10,3,1024,61369.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,0.6469979286193848,solved,600.0
dc_cnn1,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn1,onnx,0.3315001428127289,0.29525089633840584,0.5052083333333334,6.343880434126331,41.95219152357433,0,64,10,14922,10,1,3,3,0,0,0,0,10,3,1024,61369.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.1470603942871094,solved,600.0
dc_cnn1,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn1,onnx,0.3315001428127289,0.29525089633840584,0.5052083333333334,6.343880434126331,41.95219152357433,0,64,10,14922,10,1,3,3,0,0,0,0,10,3,1024,61369.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,3.5585501194000244,solved,600.0
dc_cnn2,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn2,onnx,0.47263234853744507,0.7123952402766708,0.6591796875,6.396929655216146,37.97582378402239,0,64,10,19562,14,1,5,5,0,0,0,0,14,5,1024,80671.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,53.60107898712158,solved,600.0
dc_cnn2,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn2,onnx,0.47263234853744507,0.7123952402766708,0.6591796875,6.396929655216146,37.97582378402239,0,64,10,19562,14,1,5,5,0,0,0,0,14,5,1024,80671.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,195.4143829345703,solved,600.0
dc_cnn2,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn2,onnx,0.47263234853744507,0.7123952402766708,0.6591796875,6.396929655216146,37.97582378402239,0,64,10,19562,14,1,5,5,0,0,0,0,14,5,1024,80671.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,1.2061333656311035,solved,600.0
dc_cnn2,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn2,onnx,0.47263234853744507,0.7123952402766708,0.6591796875,6.396929655216146,37.97582378402239,0,64,10,19562,14,1,5,5,0,0,0,0,14,5,1024,80671.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.051327705383301,solved,600.0
dc_cnn2,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn2,onnx,0.47263234853744507,0.7123952402766708,0.6591796875,6.396929655216146,37.97582378402239,0,64,10,19562,14,1,5,5,0,0,0,0,14,5,1024,80671.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,4.11736798286438,solved,600.0
dc_cnn3,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn3,onnx,10.468107223510742,0.9850380977279286,0.7668805803571429,6.396929655216146,23.212880717961614,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,85.97253465652466,solved,600.0
dc_cnn3,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn3,onnx,10.468107223510742,0.9850380977279286,0.7668805803571429,6.396929655216146,23.212880717961614,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,216.06062865257263,solved,600.0
dc_cnn3,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn3,onnx,10.468107223510742,0.9850380977279286,0.7668805803571429,6.396929655216146,23.212880717961614,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,1.9092645645141602,solved,600.0
dc_cnn3,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn3,onnx,10.468107223510742,0.9850380977279286,0.7668805803571429,6.396929655216146,23.212880717961614,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,1.9948935508728027,solved,600.0
dc_cnn3,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn3,onnx,10.468107223510742,0.9850380977279286,0.7668805803571429,6.396929655216146,23.212880717961614,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,4.242828130722046,solved,600.0
dc_cnn4,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn4,onnx,62.075225830078125,0.9984251374703114,0.8136935763888888,5.8971538676367405,9.360603413887674,0,64,10,28842,22,1,9,9,0,0,0,0,22,9,1024,119275.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,84.82728433609009,solved,600.0
dc_cnn4,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn4,onnx,62.075225830078125,0.9984251374703114,0.8136935763888888,5.8971538676367405,9.360603413887674,0,64,10,28842,22,1,9,9,0,0,0,0,22,9,1024,119275.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,299.42706775665283,solved,600.0
dc_cnn4,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn4,onnx,62.075225830078125,0.9984251374703114,0.8136935763888888,5.8971538676367405,9.360603413887674,0,64,10,28842,22,1,9,9,0,0,0,0,22,9,1024,119275.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,2.5981369018554688,solved,600.0
dc_cnn4,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn4,onnx,62.075225830078125,0.9984251374703114,0.8136935763888888,5.8971538676367405,9.360603413887674,0,64,10,28842,22,1,9,9,0,0,0,0,22,9,1024,119275.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.172468423843384,solved,600.0
dc_cnn4,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn4,onnx,62.075225830078125,0.9984251374703114,0.8136935763888888,5.8971538676367405,9.360603413887674,0,64,10,28842,22,1,9,9,0,0,0,0,22,9,1024,119275.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,3.8853211402893066,solved,600.0
dc_cnn5,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn5,onnx,1348.24853515625,0.9994104418935394,0.8481889204545454,5.147494476813453,3.2119489935190253,0,64,10,33482,26,1,11,11,0,0,0,0,26,11,1024,138577.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,101.14186644554138,solved,600.0
dc_cnn5,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn5,onnx,1348.24853515625,0.9994104418935394,0.8481889204545454,5.147494476813453,3.2119489935190253,0,64,10,33482,26,1,11,11,0,0,0,0,26,11,1024,138577.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,535.0780069828033,solved,600.0
dc_cnn5,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn5,onnx,1348.24853515625,0.9994104418935394,0.8481889204545454,5.147494476813453,3.2119489935190253,0,64,10,33482,26,1,11,11,0,0,0,0,26,11,1024,138577.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,3.4134609699249268,solved,600.0
dc_cnn5,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn5,onnx,1348.24853515625,0.9994104418935394,0.8481889204545454,5.147494476813453,3.2119489935190253,0,64,10,33482,26,1,11,11,0,0,0,0,26,11,1024,138577.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.383192539215088,solved,600.0
dc_cnn5,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn5,onnx,1348.24853515625,0.9994104418935394,0.8481889204545454,5.147494476813453,3.2119489935190253,0,64,10,33482,26,1,11,11,0,0,0,0,26,11,1024,138577.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,4.866822957992554,solved,600.0
dc_cnn6,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn6,onnx,0.22608405351638794,0.23767183021733965,0.4772135416666667,6.16541785423142,41.50934764154548,0,64,10,14922,10,1,3,3,0,0,0,0,10,3,1024,61369.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,42.434476375579834,solved,600.0
dc_cnn6,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn6,onnx,0.22608405351638794,0.23767183021733965,0.4772135416666667,6.16541785423142,41.50934764154548,0,64,10,14922,10,1,3,3,0,0,0,0,10,3,1024,61369.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,96.72993922233582,solved,600.0
dc_cnn6,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn6,onnx,0.22608405351638794,0.23767183021733965,0.4772135416666667,6.16541785423142,41.50934764154548,0,64,10,14922,10,1,3,3,0,0,0,0,10,3,1024,61369.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,0.6081469058990479,solved,600.0
dc_cnn6,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn6,onnx,0.22608405351638794,0.23767183021733965,0.4772135416666667,6.16541785423142,41.50934764154548,0,64,10,14922,10,1,3,3,0,0,0,0,10,3,1024,61369.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,1.9978582859039307,solved,600.0
dc_cnn6,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn6,onnx,0.22608405351638794,0.23767183021733965,0.4772135416666667,6.16541785423142,41.50934764154548,0,64,10,14922,10,1,3,3,0,0,0,0,10,3,1024,61369.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,3.802704095840454,solved,600.0
dc_cnn7,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn7,onnx,0.8451133966445923,0.8274552231690688,0.710546875,6.396929655216146,39.2457565097209,0,64,10,19562,14,1,5,5,0,0,0,0,14,5,1024,80671.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,53.728147983551025,solved,600.0
dc_cnn7,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn7,onnx,0.8451133966445923,0.8274552231690688,0.710546875,6.396929655216146,39.2457565097209,0,64,10,19562,14,1,5,5,0,0,0,0,14,5,1024,80671.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,145.66264700889587,solved,600.0
dc_cnn7,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn7,onnx,0.8451133966445923,0.8274552231690688,0.710546875,6.396929655216146,39.2457565097209,0,64,10,19562,14,1,5,5,0,0,0,0,14,5,1024,80671.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,1.2161500453948975,solved,600.0
dc_cnn7,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn7,onnx,0.8451133966445923,0.8274552231690688,0.710546875,6.396929655216146,39.2457565097209,0,64,10,19562,14,1,5,5,0,0,0,0,14,5,1024,80671.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.1095244884490967,solved,600.0
dc_cnn7,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn7,onnx,0.8451133966445923,0.8274552231690688,0.710546875,6.396929655216146,39.2457565097209,0,64,10,19562,14,1,5,5,0,0,0,0,14,5,1024,80671.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,3.8535311222076416,solved,600.0
dc_cnn8,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn8,onnx,8.553570747375488,0.9867620318228085,0.7791573660714286,6.375024819828097,17.94473593241768,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,63.02657651901245,solved,600.0
dc_cnn8,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn8,onnx,8.553570747375488,0.9867620318228085,0.7791573660714286,6.375024819828097,17.94473593241768,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,217.80887055397034,solved,600.0
dc_cnn8,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn8,onnx,8.553570747375488,0.9867620318228085,0.7791573660714286,6.375024819828097,17.94473593241768,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,1.8476545810699463,solved,600.0
dc_cnn8,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn8,onnx,8.553570747375488,0.9867620318228085,0.7791573660714286,6.375024819828097,17.94473593241768,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.082866907119751,solved,600.0
dc_cnn8,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn8,onnx,8.553570747375488,0.9867620318228085,0.7791573660714286,6.375024819828097,17.94473593241768,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,4.272212028503418,solved,600.0
dc_cnn9,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn9,onnx,76.32766723632812,0.9987761905331464,0.8228081597222222,5.793013608384144,6.272782855121132,0,64,10,28842,22,1,9,9,0,0,0,0,22,9,1024,119275.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,81.02616834640503,solved,600.0
dc_cnn9,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn9,onnx,76.32766723632812,0.9987761905331464,0.8228081597222222,5.793013608384144,6.272782855121132,0,64,10,28842,22,1,9,9,0,0,0,0,22,9,1024,119275.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,284.08606481552124,solved,600.0
dc_cnn9,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn9,onnx,76.32766723632812,0.9987761905331464,0.8228081597222222,5.793013608384144,6.272782855121132,0,64,10,28842,22,1,9,9,0,0,0,0,22,9,1024,119275.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,2.5983314514160156,solved,600.0
dc_cnn9,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn9,onnx,76.32766723632812,0.9987761905331464,0.8228081597222222,5.793013608384144,6.272782855121132,0,64,10,28842,22,1,9,9,0,0,0,0,22,9,1024,119275.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.4700233936309814,solved,600.0
dc_cnn9,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn9,onnx,76.32766723632812,0.9987761905331464,0.8228081597222222,5.793013608384144,6.272782855121132,0,64,10,28842,22,1,9,9,0,0,0,0,22,9,1024,119275.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,4.087417125701904,solved,600.0
dc_cnn10,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn10,onnx,1935.6729736328125,0.9993452371762654,0.8495205965909091,5.627621113690637,6.340789936275357,0,64,10,33482,26,1,11,11,0,0,0,0,26,11,1024,138577.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,97.46827220916748,solved,600.0
dc_cnn10,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn10,onnx,1935.6729736328125,0.9993452371762654,0.8495205965909091,5.627621113690637,6.340789936275357,0,64,10,33482,26,1,11,11,0,0,0,0,26,11,1024,138577.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,411.0016198158264,solved,600.0
dc_cnn10,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn10,onnx,1935.6729736328125,0.9993452371762654,0.8495205965909091,5.627621113690637,6.340789936275357,0,64,10,33482,26,1,11,11,0,0,0,0,26,11,1024,138577.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,3.380523681640625,solved,600.0
dc_cnn10,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn10,onnx,1935.6729736328125,0.9993452371762654,0.8495205965909091,5.627621113690637,6.340789936275357,0,64,10,33482,26,1,11,11,0,0,0,0,26,11,1024,138577.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.5444438457489014,solved,600.0
dc_cnn10,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn10,onnx,1935.6729736328125,0.9993452371762654,0.8495205965909091,5.627621113690637,6.340789936275357,0,64,10,33482,26,1,11,11,0,0,0,0,26,11,1024,138577.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,3.84763503074646,solved,600.0
dc_cnn11,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn11,onnx,2.317404270172119,0.9850381129895466,0.7668805803571429,6.376726947898627,19.053018164292585,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,63.35057044029236,solved,600.0
dc_cnn11,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn11,onnx,2.317404270172119,0.9850381129895466,0.7668805803571429,6.376726947898627,19.053018164292585,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,232.50225949287415,solved,600.0
dc_cnn11,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn11,onnx,2.317404270172119,0.9850381129895466,0.7668805803571429,6.376726947898627,19.053018164292585,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,1.917287826538086,solved,600.0
dc_cnn11,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn11,onnx,2.317404270172119,0.9850381129895466,0.7668805803571429,6.376726947898627,19.053018164292585,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.211841106414795,solved,600.0
dc_cnn11,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn11,onnx,2.317404270172119,0.9850381129895466,0.7668805803571429,6.376726947898627,19.053018164292585,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,4.156193733215332,solved,600.0
dc_cnn12,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn12,onnx,5.163605690002441,0.9850380974792683,0.7668805803571429,6.396929655216146,22.06279915582158,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,68.32197761535645,solved,600.0
dc_cnn12,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn12,onnx,5.163605690002441,0.9850380974792683,0.7668805803571429,6.396929655216146,22.06279915582158,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,244.33063411712646,solved,600.0
dc_cnn12,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn12,onnx,5.163605690002441,0.9850380974792683,0.7668805803571429,6.396929655216146,22.06279915582158,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,1.8806145191192627,solved,600.0
dc_cnn12,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn12,onnx,5.163605690002441,0.9850380974792683,0.7668805803571429,6.396929655216146,22.06279915582158,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.0324618816375732,solved,600.0
dc_cnn12,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn12,onnx,5.163605690002441,0.9850380974792683,0.7668805803571429,6.396929655216146,22.06279915582158,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,4.375976085662842,solved,600.0
dc_cnn13,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn13,onnx,10.468090057373047,0.9850380731925956,0.7668805803571429,6.391917113392602,23.89516057263167,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,66.05382704734802,solved,600.0
dc_cnn13,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn13,onnx,10.468090057373047,0.9850380731925956,0.7668805803571429,6.391917113392602,23.89516057263167,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,244.3541398048401,solved,600.0
dc_cnn13,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn13,onnx,10.468090057373047,0.9850380731925956,0.7668805803571429,6.391917113392602,23.89516057263167,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,1.8819389343261719,solved,600.0
dc_cnn13,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn13,onnx,10.468090057373047,0.9850380731925956,0.7668805803571429,6.391917113392602,23.89516057263167,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,1.994844913482666,solved,600.0
dc_cnn13,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn13,onnx,10.468090057373047,0.9850380731925956,0.7668805803571429,6.391917113392602,23.89516057263167,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,3.9106040000915527,solved,600.0
dc_cnn14,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn14,onnx,14.479532241821289,0.9850380891334896,0.7668805803571429,6.391917113392602,23.382237286391646,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,64.99382138252258,solved,600.0
dc_cnn14,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn14,onnx,14.479532241821289,0.9850380891334896,0.7668805803571429,6.391917113392602,23.382237286391646,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,245.3863434791565,solved,600.0
dc_cnn14,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn14,onnx,14.479532241821289,0.9850380891334896,0.7668805803571429,6.391917113392602,23.382237286391646,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,1.8825819492340088,solved,600.0
dc_cnn14,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn14,onnx,14.479532241821289,0.9850380891334896,0.7668805803571429,6.391917113392602,23.382237286391646,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.2029662132263184,solved,600.0
dc_cnn14,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn14,onnx,14.479532241821289,0.9850380891334896,0.7668805803571429,6.391917113392602,23.382237286391646,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,3.9096550941467285,solved,600.0
dc_cnn15,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn15,onnx,17.448963165283203,0.9850380992299411,0.7668805803571429,6.3784261836515865,19.157606227218494,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,61.761741638183594,solved,600.0
dc_cnn15,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn15,onnx,17.448963165283203,0.9850380992299411,0.7668805803571429,6.3784261836515865,19.157606227218494,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,247.7744505405426,solved,600.0
dc_cnn15,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn15,onnx,17.448963165283203,0.9850380992299411,0.7668805803571429,6.3784261836515865,19.157606227218494,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,1.884092092514038,solved,600.0
dc_cnn15,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn15,onnx,17.448963165283203,0.9850380992299411,0.7668805803571429,6.3784261836515865,19.157606227218494,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.0143914222717285,solved,600.0
dc_cnn15,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn15,onnx,17.448963165283203,0.9850380992299411,0.7668805803571429,6.3784261836515865,19.157606227218494,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,pyrat,UNSAT,3.986327886581421,solved,600.0
dc_cnn16,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn16,onnx,1.8935675621032715,0.9867620369774666,0.7791573660714286,6.396929655216146,25.12383817689305,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,abcrown,UNSAT,61.58094096183777,solved,600.0
dc_cnn16,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn16,onnx,1.8935675621032715,0.9867620369774666,0.7791573660714286,6.396929655216146,25.12383817689305,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,neuralsat,UNSAT,245.80102825164795,solved,600.0
dc_cnn16,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn16,onnx,1.8935675621032715,0.9867620369774666,0.7791573660714286,6.396929655216146,25.12383817689305,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,marabou,UNSAT,1.9225070476531982,solved,600.0
dc_cnn16,sweep_all,synthetic,Deep Contractive,sweep_all::dc_cnn16,onnx,1.8935675621032715,0.9867620369774666,0.7791573660714286,6.396929655216146,25.12383817689305,0,64,10,24202,18,1,7,7,0,0,0,0,18,7,1024,99973.0,0,1,0,0,0,0,1,0,0,0,CNN,0,nnenum,UNSAT,2.0397841930389404,solved,600.0
